Program Name,University Name,Location
Bachelor of Science (Biotechnology) Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Commerce (Financial Planning),University of Wollongong,"Wollongong, Australia"
Bachelor of City Planning (Honours)/Law,University of New South Wales,"Sydney, Australia"
Bachelor of Arts (Geography),Massey University,"Palmerston North, New Zealand"
Bachelor of Civil Law (Taught),University of Oxford,"Oxford, England"
Bachelor of Design (Visual Communication),Western Sydney University,"Sydney, Australia"
Bachelor of Science (Advanced Science),Western Sydney University,"Sydney, Australia"
Bachelor of Sport and Exercise Science,Queensland University of Technology (QUT),"Brisbane, Australia"
Bachelor of Entrepreneurship (Games Design and Simulation),Western Sydney University,"Sydney, Australia"
Bachelor of Clinical Exercise Physiology with Honours,University of New England,"Armidale, Australia"
Bachelor of Exercise and Sports Science with Honours,University of New England,"Armidale, Australia"
Bachelor of Business and Commerce (Human Resource Management),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Arts and Commerce with a Major in Modern Greek Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Laws with a Major in Modern Greek Studies,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in Modern Greek Studies,Macquarie University,"Sydney, Australia"
Bachelor of Global Business with a Major in Modern Greek Studies,Macquarie University,"Sydney, Australia"
Bachelor of Archaeology with a Major in Ancient History - Ancient Languages,Macquarie University,"Sydney, Australia"
Bachelor of Arts with a Major in Ancient History - Ancient Languages,Macquarie University,"Sydney, Australia"
Bachelor of Arts with a Major in Development Studies and Culture Change,Macquarie University,"Sydney, Australia"
Bachelor of Science with a Major in Development Studies and Culture Change,Macquarie University,"Sydney, Australia"
Bachelor of Actuarial Studies and Science with a Major in Astronomy and Astrophysics,Macquarie University,"Sydney, Australia"
Bachelor of Policing (Leadership Program),Western Sydney University,"Sydney, Australia"
Bachelor of Science (Security) Honours,Edith Cowan University,"Perth, Australia"
"BA - Bachelor of Arts in Digital Business, Design & Innovation",EU Business School Munich,"Munich, Germany"
Bachelor of Science/Bachelor of Laboratory Medicine (BSc/BLabMed) in Laboratory Medicine,Murdoch University,"Perth, Australia"
Bachelor of Science (Health Sciences) (Honours),Curtin University,"Perth, Australia"
Bachelor of Science Honours in Marine Biology,Murdoch University,"Perth, Australia"
Bachelor of Psychological Studies (Honours),Western Sydney University,"Sydney, Australia"
Bachelor of Business (Honours) in International Tourism Management (L8),Galway International Hotel School,"Galway, Ireland"
Bachelor of Applied Management (Accounting - CPA Foundation Pathway),Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Engineering (Honours) (Civil)/Surveying,University of New South Wales,"Sydney, Australia"
Bachelor of Design with Honours (Textile Design),Massey University,"Palmerston North, New Zealand"
Bachelor of Human Services (Community Development and Indigenous Studies),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Science (Honours) (BSc(Hons)) in Computer Science,University of Auckland,"Auckland, New Zealand"
Bachelor of Food and Nutrition Sciences (Honours),Deakin University,"Melbourne (Australia), Australia"
Bachelor of Social Science (Advanced),Western Sydney University,"Sydney, Australia"
"Bachelor of Education (Honours) in Art, Design and Graphics",School of Design and Creative Arts,"Letterfrack, Ireland"
Bachelor of Arts (Interpreting and Translation),Western Sydney University,"Sydney, Australia"
Bachelor of Exercise Science and Rehabilitation,University of Wollongong,"Wollongong, Australia"
Bachelor of Veterinary Science (Honours),The University of Queensland,"Brisbane, Australia"
"Bachelor of Science in Business Administration, Supply Chain Management Emphasis",Campbellsville University Online,"Campbellsville, United States of America"
Honours Bachelor of Business Administration (International Commerce and Global Development),Niagara College,"Welland, Canada"
Bachelor of Business Administration and Arts with a Major in Language and Professional Communication,Macquarie University,"Sydney, Australia"
Bachelor of Business majoring in Public Relations,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Science (Environmental Management),Edith Cowan University,"Perth, Australia"
Bachelor of Education (Secondary Teaching),Murdoch University,"Perth, Australia"
Bachelor of Humanitarian and Development Studies,Western Sydney University,"Sydney, Australia"
Bachelor of Science (Environmental Science),Western Sydney University,"Sydney, Australia"
Bachelor of Natural Science (Advanced),Western Sydney University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Environmental Law and Management,Macquarie University,"Sydney, Australia"
Bachelor of Science (Honours) (Chemical Sciences),Flinders University,"Adelaide, Australia"
Bachelor of Science (BSc) - Applied Mathematics Major,University of Auckland,"Auckland, New Zealand"
Bachelor of Corporate Finance Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Science (Environmental Management),Edith Cowan University,"Perth, Australia"
Bachelor of Education (Secondary Teaching),Murdoch University,"Perth, Australia"
Bachelor of Humanitarian and Development Studies,Western Sydney University,"Sydney, Australia"
Bachelor of Science (Environmental Science),Western Sydney University,"Sydney, Australia"
Bachelor of Social Sciences (BSocSc) majoring in Sociology,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Natural Science (Advanced),Western Sydney University,"Sydney, Australia"
Bachelor of Arts (BA) majoring in Art History and Theory,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Business Administration and Arts with a Major in Italian Studies,Macquarie University,"Sydney, Australia"
Bachelor of Business Administration and Arts with a Major in Russian Studies,Macquarie University,"Sydney, Australia"
Bachelor of Design (Fashion Technology and Design),Ara Institute of Canterbury,"Christchurch, New Zealand"
Bachelor of Arts and Commerce with a Major in International Law and Global Governance,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Laws with a Major in International Law and Global Governance,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Science with a Major in International Law and Global Governance,Macquarie University,"Sydney, Australia"
Bachelor of Information Technology (Network Design and Management),University of Wollongong,"Wollongong, Australia"
Bachelor of Social Sciences (BSocSc) majoring in Social Policy,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Occupational Therapy (Honours),Western Sydney University,"Sydney, Australia"
Bachelor of Social Sciences (BSocSc) majoring in Sociology,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Science (BSc) - Applied Mathematics Major,University of Auckland,"Auckland, New Zealand"
Bachelor of Arts (BA) majoring in Art History and Theory,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Teaching (BTchg) (Primary),The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Psychological Science and Business,Monash University Malaysia,"Bandar Sunway, Malaysia"
Bachelor of Information Technology (Network Design and Management),University of Wollongong,"Wollongong, Australia"
Bachelor of Science (Paramedical Science),Edith Cowan University,"Perth, Australia"
Bachelor of Communication (Dean's Scholars),Western Sydney University,"Sydney, Australia"
Bachelor of Social Sciences (BSocSc) majoring in Social Policy,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Engineering (Honours) in Engineering Science,University of Auckland,"Auckland, New Zealand"
Bachelor of Engineering (Honours) (Renewable Energy),University of New South Wales,"Sydney, Australia"
Bachelor of Engineering in Network and Software Engineering (Honours),University of Canberra,"Canberra, Australia"
Bachelor of Commerce (BCom) in Economics,University of Auckland,"Auckland, New Zealand"
Bachelor of Commerce (BCom) majoring in Finance,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Marine Science (Honours) (Dean's Scholar),University of Wollongong,"Wollongong, Australia"
Bachelor of Music (Musicology) Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Engineering (Honours) (Flexible Entry),University of South Australia,"Adelaide, Australia"
Bachelor of Mathematical Sciences Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Biomedical Science (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Cyber Security and Behaviour,Western Sydney University,"Sydney, Australia"
Bachelor of Science (Mathematical Science),Western Sydney University,"Sydney, Australia"
Bachelor of Commerce (BCom) majoring in Taxation and Accounting,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Nursing (Re-entry),Flinders University,"Adelaide, Australia"
Bachelor of Science (Physiology),Massey University,"Palmerston North, New Zealand"
Bachelor of Arts in Behavioral Sciences – African-American Studies Concentration,East-West University,"Chicago, United States of America"
Bachelor of Engineering (Materials Science) (Honours)/Master of Biomedical Engineering,University of New South Wales,"Sydney, Australia"
Bachelor of Engineering Technology - Computer and Mobile Systems Engineering Major,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Information and Communications Technology (ICT),Western Sydney University,"Sydney, Australia"
Bachelor of Business majoring in Digital Business,The University of Waikato,"Hamilton (New Zealand), New Zealand"
Bachelor of Product Design - Industrial Product Design,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Commerce (International Business),University of Wollongong,"Wollongong, Australia"
Bachelor of Engineering (Honours) - Mechatronic,University of Wollongong,"Wollongong, Australia"
"Bachelor of Arts and Commerce with a Major in Media, Technology and the Law",Macquarie University,"Sydney, Australia"
